"Protein","Adjusted_linear_model","linear_modeling_pvalue","adjusted_pvalues","fold_change","coefficient","Target","Entrez","Uniprot"
"PRAF3_13503.19","~ Study_group + Prednisone + Methotrexate + Aspirin",0.00285785048041874,0.999950880216876,-1.3609034655323,12190.3259326195,"PRAF3","10550","O75915"
"CD40.ligand..soluble_3534.14","~ Study_group + Prednisone + Aspirin",0.00286487831137722,0.999950880216876,-0.501761859705243,110.698462787432,"CD40 ligand, soluble","959","P29965"
"GTPB9_12659.13","~ Study_group + Age + Prednisone + Aspirin",0.00296561491813006,0.999950880216876,-0.888842306524927,2094.96515908174,"GTPB9","29789","Q9NTK5"
"LMBL2_12708.91","~ Study_group + Prednisone + Aspirin",0.00304954763025213,0.999950880216876,-0.618043634435976,487.905491311216,"LMBL2","83746","Q969R5"
"Phosphomannomutase.2_17794.6","~ Study_group + Prednisone + Aspirin",0.00308747607125406,0.999950880216876,-1.34193048979065,6714.94288081446,"Phosphomannomutase 2","5373","O15305"
"EGF.ECD_5509.7","~ Study_group + Age + Prednisone + Methotrexate + Aspirin",0.00308899621540043,0.999950880216876,-1.03556401121204,628.969563858827,"EGF:ECD","1950","P01133"
"DOK2_14246.50","~ Study_group + Prednisone + Aspirin",0.00309319272305938,0.999950880216876,-1.50206242744509,2558.8010994383,"DOK2","9046","O60496"
"EFHA1_6226.69","~ Study_group + Prednisone + Aspirin",0.00311377628255918,0.999950880216876,-1.37575209613666,2434.67374030191,"EFHA1","221154","Q8IYU8"
"SE6L2_3867.49","~ Study_group + Prednisone",0.00315450912527166,0.999950880216876,-0.650295694334846,594.434574074074,"SE6L2","26470","Q6UXD5"
"LEMD1_8040.9","~ Study_group + Prednisone + Aspirin",0.00318156609309306,0.999950880216876,-0.473815533103984,736.138587765492,"LEMD1","93273","Q68G75"
"GSK.3.beta_3236.12","~ Study_group + Prednisone + Aspirin",0.00321676488324638,0.999950880216876,-1.01746974541821,5114.50778962611,"GSK-3 beta","2932","P49841"
"VEGF.C_3132.1","~ Study_group + Prednisone + Aspirin",0.0033032077522859,0.999950880216876,-0.373711628498528,273.517250394945,"VEGF-C","7424","P49767"
"UN45A_11712.207","~ Study_group + Prednisone + Aspirin",0.00336156110809181,0.999950880216876,-1.30856778090726,599.212726522732,"UN45A","55898","Q9H3U1"
"UN45A_13082.9","~ Study_group + Prednisone + Aspirin",0.00351133474290392,0.999950880216876,-1.42590720739121,5803.13986615763,"UN45A","55898","Q9H3U1"
"TOIP1.Perinuclear_10606.34","~ Study_group + Prednisone + Aspirin",0.00365134580141737,0.999950880216876,-0.476184746728732,1888.82922064244,"TOIP1:Perinuclear","26092","Q5JTV8"
"AP4A_16583.8","~ Study_group + Prednisone + Aspirin",0.00371133492426435,0.999950880216876,-1.13900473084708,4684.50075925926,"AP4A","318","P50583"
"SHRPN_24472.28","~ Study_group + Prednisone + Aspirin",0.00373108078298824,0.999950880216876,-1.51091099070211,652.075743022644,"SHRPN","81858","Q9H0F6"
"AMPD2_18403.25","~ Study_group + Prednisone + Aspirin",0.00380465141347666,0.999950880216876,-1.67263177952202,2096.15706020713,"AMPD2","271","Q01433"
"CTBP1_11217.16","~ Study_group + Prednisone + Aspirin",0.00381293183037986,0.999950880216876,-0.849197658391561,537.128145164122,"CTBP1","1487","Q13363"
"AREG_2970.60","~ Study_group + Prednisone + Aspirin",0.00397562700803347,0.999950880216876,-0.657170945357365,835.202894067057,"AREG","374","P15514"
"TLK1_22414.127","~ Study_group + Prednisone",0.00414178764845913,0.999950880216876,-0.27994821274001,158.846884259259,"TLK1","9874","Q9UKI8"
"Sphingosine.kinase.1_4294.16","~ Study_group + Age + Prednisone + Aspirin",0.00417082675630544,0.999950880216876,-1.31876913408127,4657.32028732985,"Sphingosine kinase 1","8877","Q9NYA1"
"DPYL3_12707.26","~ Study_group + Age + Prednisone + Aspirin",0.00417234718727895,0.999950880216876,-0.601560901832394,601.113214720167,"DPYL3","1809","Q14195"
"SHP.2_11830.48","~ Study_group + Prednisone + Aspirin",0.00420970968113233,0.999950880216876,-0.910784810205017,12488.9411908022,"SHP-2","5781","Q06124"
"ITBP2_21985.61","~ Study_group + Prednisone + Aspirin",0.0042905110800329,0.999950880216876,-1.01319253221708,1749.47132955942,"ITBP2","26548","Q9UKP3"
"GDP.GTP.exchange.protein_14106.46","~ Study_group + Prednisone + Aspirin",0.00432545811462606,0.999950880216876,-0.39569873730124,226.760789099526,"GDP/GTP exchange protein","5910","P52306"
"ZADH2_17345.12","~ Study_group + Prednisone + Methotrexate + Aspirin",0.00433611585604199,0.999950880216876,-1.50401831223314,5210.85799328876,"ZADH2","284273","Q8N4Q0"
"PURB_18300.39","~ Study_group + Prednisone + Aspirin",0.00438713956244487,0.999950880216876,-0.904883607015709,4767.33690372126,"PURB","5814","Q96QR8"
"CDK2_21128.2","~ Study_group + Age + Prednisone + Aspirin",0.00439868496108688,0.999950880216876,-0.657320575524522,2033.93389561324,"CDK2","1017","P24941"
"ATE1_25108.6","~ Study_group + Prednisone + Aspirin",0.00440272218064821,0.999950880216876,-1.05539117175254,5219.71357126557,"ATE1","11101","O95260"
"PRPS2_18329.4","~ Study_group",0.00447139462929389,0.999950880216876,-0.531306603764044,440.036277777778,"PRPS2","5634","P11908"
"KC1G1_20130.144","~ Study_group + Prednisone + Aspirin",0.0045619467066309,0.999950880216876,-1.51218169487442,3800.94849201334,"KC1G1","53944","Q9HCP0"
"c.Raf_10001.7","~ Study_group + Prednisone + Aspirin",0.00457501769358571,0.999950880216876,-0.901439903424333,290.746050903984,"c-Raf","5894","P04049"
"IL.2.sRg_2634.2","~ Study_group + Prednisone + Aspirin",0.0045775558217132,0.999950880216876,-0.763217620403012,1653.74669325961,"IL-2 sRg","3561","P31785"
"KGUA_17325.10","~ Study_group + Prednisone + Aspirin",0.00463382386746405,0.999950880216876,-0.423655157039987,4850.96570686328,"KGUA","2987","Q16774"
"MTD2L_24454.27","~ Study_group + Prednisone + Aspirin",0.0047052742560326,0.999950880216876,-1.05950964426761,550.275584167106,"MTD2L","441024","Q9H903"
"PPIL1_9884.8","~ Study_group + Prednisone + Aspirin",0.00471407098914168,0.999950880216876,-0.856623065183109,101.826846761453,"PPIL1","51645","Q9Y3C6"
"ABR_21958.4","~ Study_group + Prednisone + Aspirin",0.00477548961733118,0.999950880216876,-0.628991319043949,1872.39442408285,"ABR","29","Q12979"
"ADPPT_17320.19","~ Study_group + Prednisone + Aspirin",0.0047954934029992,0.999950880216876,-0.794758165018451,7161.9381421801,"ADPPT","60496","Q9NRN7"
"NDUB6_23287.109","~ Study_group",0.0048151272613945,0.999950880216876,-0.373983780071025,910.262462962962,"NDUB6","4712","O95139"
"FA49B_19176.27","~ Study_group",0.00488352230026541,0.999950880216876,-0.305539864377987,503.04801851852,"FA49B","51571","Q9NUQ9"
"PURA_12537.88","~ Study_group + Prednisone + Aspirin",0.00488849552436781,0.999950880216876,-0.676713014751009,1150.89613752852,"PURA","5813","Q00577"
"SHC1.PID_16043.30","~ Study_group + Prednisone + Aspirin",0.00490837496240713,0.999950880216876,-0.964152039362073,4049.60680779357,"SHC1:PID","6464","P29353"
"BCAT2_19365.11","~ Study_group + Prednisone + Aspirin",0.00494338949176027,0.999950880216876,-1.10905351681582,1890.9008359663,"BCAT2","587","O15382"
"VCIP1_23187.9","~ Study_group + Prednisone + Aspirin",0.00494892518771303,0.999950880216876,-1.12850876056615,1622.08152343338,"VCIP1","80124","Q96JH7"
"PSA6_3860.7","~ Study_group",0.00495061302101267,0.999950880216876,-0.222079309476492,163.446666666667,"PSA6","5687","P60900"
"MED10_23264.42","~ Study_group + Age + Prednisone + Aspirin",0.00499954650978314,0.999950880216876,-0.452249606738667,610.694396319299,"MED10","84246","Q9BTT4"
"ADK_19207.119","~ Study_group + Prednisone + Aspirin",0.00508128355790239,0.999950880216876,-0.550214447495659,458.415502369668,"ADK","132","P55263"
"RAB32_17778.19","~ Study_group + Prednisone + Aspirin",0.00510683797299725,0.999950880216876,-1.53070600662923,7347.70745787254,"RAB32","10981","Q13637"
"Calpain.I_2668.70","~ Study_group + Age + Prednisone + Aspirin",0.0051193854834578,0.999950880216876,-0.779166039255086,23771.8267258971,"Calpain I","823|826","P07384|P04632"
"CPTP_20385.21","~ Study_group + Prednisone + Aspirin",0.00523385236625132,0.999950880216876,-0.535293356148145,505.706997718097,"CPTP","80772","Q5TA50"
"TBPL1_18434.141","~ Study_group + Smoking + Prednisone + Aspirin",0.00527629894268815,0.999950880216876,-0.662305287302312,218.431230536498,"TBPL1","9519","P62380"
"IP6K1_22404.4","~ Study_group + Prednisone + Aspirin",0.00534669739539746,0.999950880216876,-1.19567957383517,542.942913814287,"IP6K1","9807","Q92551"
"EPO.R_2715.25","~ Study_group + Prednisone + Aspirin",0.00541495389772294,0.999950880216876,-0.409344874391281,109.941664911357,"EPO-R","2057","P19235"
"GNAQ_23567.37","~ Study_group + Age",0.00546273978988244,0.999950880216876,-0.258471187023093,389.702584322289,"GNAQ","2776","P50148"
"MTDC_18321.38","~ Study_group + Prednisone + Aspirin",0.00552867218601164,0.999950880216876,-1.37750173372752,1015.27132754081,"MTDC","10797","P13995"
"KIF23_5228.25","~ Study_group",0.00552944797287763,0.999950880216876,-0.56700786896637,218.931129629629,"KIF23","9493","Q02241"
"HEXI1_15596.7","~ Study_group + Prednisone + Aspirin",0.00556178686759549,0.999950880216876,-1.19855209724532,4079.55938037563,"HEXI1","10614","O94992"
"THEM4_23298.148","~ Study_group + Prednisone + Aspirin",0.00582258234327455,0.999950880216876,-1.0307397551359,4246.29001000526,"THEM4","117145","Q5T1C6"
"SYDC_12675.14","~ Study_group + Prednisone + Aspirin",0.00584978921443468,0.999950880216876,-1.13406079811712,29230.8582457434,"SYDC","1615","P14868"
"AVEN_24678.10","~ Study_group + Prednisone + Aspirin",0.00591011021861113,0.999950880216876,-0.708059239778816,304.052911620152,"AVEN","57099","Q9NQS1"
"DPP2_8346.9","~ Study_group + Prednisone",0.00593002240947502,0.999950880216876,-0.664928146490184,590.682018518518,"DPP2","29952","Q9UHL4"
"PKC.B.II_5475.10","~ Study_group + Prednisone + Aspirin",0.00593383623402058,0.999950880216876,-1.15407053424047,27369.9262699666,"PKC-B-II","5579","P05771"
"SPG21_11122.97","~ Study_group + Prednisone + Aspirin",0.00595123183292439,0.999950880216876,-0.907646675387922,1195.25699956117,"SPG21","51324","Q9NZD8"
"ULA1..UBA3_21939.6","~ Study_group + Prednisone + Aspirin",0.00596529846173654,0.999950880216876,-0.66831748470159,2640.06934807794,"ULA1/ UBA3","8883|9039","Q13564|Q8TBC4"
"SLBP_24648.8","~ Study_group + Prednisone + Aspirin",0.00598992922005645,0.999950880216876,-0.750391473624456,359.846491486748,"SLBP","7884","Q14493"
"NSF_13992.12","~ Study_group + Prednisone + Aspirin",0.00605683542635122,0.999950880216876,-0.379721265017151,501.235597156396,"NSF","4905","P46459"
"LIMD1_25280.2","~ Study_group + Prednisone + Aspirin",0.00610642768837763,0.999950880216876,-1.01745649841018,3210.73739933298,"LIMD1","8994","Q9UGP4"
"NAIF1_18301.10","~ Study_group + Prednisone",0.00612131071220982,0.999950880216876,-0.496960246728628,2364.32334722223,"NAIF1","203245","Q69YI7"
"DCXR_17758.79","~ Study_group",0.00616561286439014,0.999950880216876,-0.420191972786244,373.56637037037,"DCXR","51181","Q7Z4W1"
"RAB5C_14287.6","~ Study_group + Prednisone + Aspirin",0.00617028621013282,0.999950880216876,-0.619776138345215,8757.39417500439,"RAB5C","5878","P51148"
"GPV_7185.29","~ Study_group + Age + Prednisone + Aspirin",0.00623000021207776,0.999950880216876,-0.436451702537031,10628.7637045833,"GPV","2814","P40197"
"MITD1_23266.62","~ Study_group + Prednisone + Aspirin",0.0062375579855892,0.999950880216876,-1.3539474477377,1376.01860628401,"MITD1","129531","Q8WV92"
"AGO1_15312.14","~ Study_group + Prednisone + Aspirin",0.00625940027842395,0.999950880216876,-0.923279388443818,2204.05247911181,"AGO1","26523","Q9UL18"
"PKB_2867.52","~ Study_group + Prednisone + Aspirin",0.00631693154068523,0.999950880216876,-1.17391939811784,1696.05605195717,"PKB","207","P31749"
"IMA6_21235.11","~ Study_group + Prednisone + Aspirin",0.00639755995993822,0.999950880216876,-0.94239223127894,3419.80823029665,"IMA6","3841","O15131"
"BAD_5870.23","~ Study_group + Prednisone + Aspirin",0.00642138449640182,0.999950880216876,-0.865216162087188,2219.71430252765,"BAD","572","Q92934"
"SKIL_14670.1","~ Study_group + Prednisone",0.00653070518090185,0.999950880216876,-0.462382778679332,758.741064814816,"SKIL","6498","P12757"
"AP1G2_12714.38","~ Study_group + Prednisone + Aspirin",0.00654504432104914,0.999950880216876,-1.04914614692003,3892.01812243285,"AP1G2","8906","O75843"
"N42L2_22504.3","~ Study_group + Prednisone + Aspirin",0.00654758057958714,0.999950880216876,-0.962026319486279,437.117431367386,"N42L2","10443","Q92802"
"UBX2B_18435.40","~ Study_group + Prednisone + Aspirin",0.00661024834524742,0.999950880216876,-0.714649895259965,204.381976829911,"UBX2B","137886","Q14CS0"
"GCST_21240.6","~ Study_group + Prednisone + Aspirin",0.00671725314843024,0.999950880216876,-1.08718960138698,4058.64237133579,"GCST","275","P48728"
"X14.3.3.protein.theta_7625.27","~ Study_group + Prednisone",0.00673985425096243,0.999950880216876,-0.47505244925706,498.621212962964,"14-3-3 protein theta","10971","P27348"
"PDLI5_23703.8","~ Study_group + Prednisone + Aspirin",0.00675347331212824,0.999950880216876,-0.786099010068443,11999.8833080569,"PDLI5","10611","Q96HC4"
"LONM_6398.12","~ Study_group + Prednisone + Aspirin",0.00675918357050879,0.999950880216876,-1.00527505294438,847.468484202213,"LONM","9361","P36776"
"JNK2_9760.13","~ Study_group + Prednisone + Aspirin",0.00683003273299625,0.999950880216876,-0.805725921280943,1386.99572713709,"JNK2","5601","P45984"
"IFNA8_6214.84","~ Study_group + Prednisone",0.00684285222963241,0.999950880216876,-0.317527904252278,73.6935324074074,"IFNA8","3445","P32881"
"DTD2_18280.29","~ Study_group + Prednisone + Aspirin",0.00685176724787544,0.999950880216876,-0.726481315589927,1171.25934728805,"DTD2","112487","Q96FN9"
"PI42B_18232.42","~ Study_group + Prednisone + Aspirin",0.00692525910742563,0.999950880216876,-0.839848520570033,9798.34423275407,"PI42B","8396","P78356"
"G6PD_19297.4","~ Study_group + Age + Prednisone + Aspirin",0.00697996678572536,0.999950880216876,-0.967361976001155,8380.89954629626,"G6PD","2539","P11413"
"OXSM_18271.43","~ Study_group + Prednisone + Aspirin",0.00698523716688455,0.999950880216876,-1.19554436205363,1827.51779217132,"OXSM","54995","Q9NWU1"
"COMD9_17683.2","~ Study_group + Prednisone + Aspirin",0.0070230475257858,0.999950880216876,-0.85037375116695,958.012842373178,"COMD9","29099","Q9P000"
"AP2B1_24938.7","~ Study_group + Prednisone + Aspirin",0.00704828152973555,0.999950880216876,-1.0975322368297,3465.03134869229,"AP2B1","163","P63010"
"LYPL1_12428.2","~ Study_group",0.00712883419279516,0.999950880216876,-0.181249235667457,100.976203703703,"LYPL1","127018","Q5VWZ2"
"MIRO1_21752.10","~ Study_group + Prednisone + Aspirin",0.00718818185370207,0.999950880216876,-1.22421306767695,2327.45320440583,"MIRO1","55288","Q8IXI2"
"HDHD1_20912.10","~ Study_group + Prednisone + Aspirin",0.00719110459210955,0.999950880216876,-0.595764604805357,587.698263384236,"HDHD1","8226","Q08623"
"TSSC4_18181.2","~ Study_group + Prednisone + Aspirin",0.00719311210002808,0.999950880216876,-0.802586141273783,804.847274267157,"TSSC4","10078","Q9Y5U2"
"Noggin_8778.3","~ Study_group + Age",0.00728899502152792,0.999950880216876,-0.373000621571969,79.3751609326018,"Noggin","9241","Q13253"
"CG045_8298.8","~ Study_group + Prednisone + Methotrexate + Aspirin",0.00729337392100909,0.999950880216876,-1.02963367534552,2658.37319973268,"CG045","136263","Q8WWF3"
"Phospholipase.C.beta.1_11354.21","~ Study_group + Prednisone + Methotrexate + Aspirin",0.00730870544146667,0.999950880216876,-0.521634664043724,1670.60536651926,"Phospholipase C-beta-1","23236","Q9NQ66"
"CYH3_21365.5","~ Study_group + Prednisone + Aspirin",0.00738068552019729,0.999950880216876,-1.26083201686832,366.144590222925,"CYH3","9265","O43739"
"LCAT_15413.3","~ Study_group",0.00738480831618034,0.999950880216876,-0.145791240352028,46.8080185185185,"LCAT","3931","P04180"
"VAPA_7167.102","~ Study_group + Prednisone + Aspirin",0.00739727848893982,0.999950880216876,-1.14176514343281,33424.8309678778,"VAPA","9218","Q9P0L0"
"DC1L2_25053.1","~ Study_group + Prednisone + Aspirin",0.00740810089355497,0.999950880216876,-0.881941356802927,2725.09630103563,"DC1L2","1783","O43237"
"CHIP_10336.3","~ Study_group + Prednisone + Aspirin",0.00748110395611949,0.999950880216876,-1.0155680250481,1241.67124153063,"CHIP","10273","Q9UNE7"
"SULT.1A3_13944.3","~ Study_group + Prednisone + Aspirin",0.00748251737336752,0.999950880216876,-1.51809609067775,3973.08893470247,"SULT 1A3","445329","P0DMM9"
"ACE2_2805.6","~ Study_group + Prednisone + Aspirin",0.00753664154519735,0.999950880216876,-0.291263868567285,59.5817043180623,"ACE2","59272","Q9BYF1"
"RPAB4_19134.66","~ Study_group + Prednisone + Methotrexate + Aspirin",0.00753706758232661,0.999950880216876,-0.748193944254651,2152.5509082397,"RPAB4","5440","P53803"
"GNS_8314.71","~ Study_group",0.00759478014051568,0.999950880216876,-0.256478905222708,202.27937037037,"GNS","2799","P15586"
"SNAG_17773.26","~ Study_group + Prednisone + Aspirin",0.00760369519255843,0.999950880216876,-0.905004902719918,2782.22135088643,"SNAG","8774","Q99747"
"IF5A2_11355.10","~ Study_group + Prednisone + Aspirin",0.007632348012537,0.999950880216876,-1.30228034126589,2241.35938502721,"IF5A2","56648","Q9GZV4"
"IDH3G_19275.68","~ Study_group + Prednisone + Methotrexate + Aspirin",0.0076799204238351,0.999950880216876,-0.91155763582934,2235.89675955197,"IDH3G","3421","P51553"
"SNAA_4292.5","~ Study_group + Prednisone + Aspirin",0.00770706561739341,0.999950880216876,-1.07129913238209,5073.16506678954,"SNAA","8775","P54920"
"DPH7_25235.2","~ Study_group + Prednisone + Aspirin",0.0077176172812949,0.999950880216876,-0.720115673737893,669.829417588204,"DPH7","92715","Q9BTV6"
"SNTB1_9078.207","~ Study_group + Prednisone + Aspirin",0.00779990634682925,0.999950880216876,-1.01796723398025,5980.50846568369,"SNTB1","6641","Q13884"
"P34_11926.23","~ Study_group + Prednisone",0.00783111179280406,0.999950880216876,-0.573313128092156,3138.9600925926,"P34","79719","Q6PD74"
"ANXA7_14203.3","~ Study_group + Prednisone + Aspirin",0.00788562590993034,0.999950880216876,-0.754792929997798,30078.7843680885,"ANXA7","310","P20073"
"CHM2A_17728.61","~ Study_group + Prednisone + Aspirin",0.0079796972692218,0.999950880216876,-1.146708402688,4168.56605871511,"CHM2A","27243","O43633"
"GAB1_24268.21","~ Study_group + Prednisone + Aspirin",0.00798549572477157,0.999950880216876,-1.00921203779343,1109.70710487976,"GAB1","2549","Q13480"
"SSU72_13566.2","~ Study_group + Prednisone",0.00799615464669589,0.999950880216876,-0.768893462844687,297.687842592593,"SSU72","29101","Q9NP77"
"ANXA7_18244.1","~ Study_group + Prednisone + Aspirin",0.00809485010725527,0.999950880216876,-0.789207305136428,34350.8783519396,"ANXA7","310","P20073"
"OBF1_21839.3","~ Study_group + Prednisone + Aspirin",0.00815911642304139,0.999950880216876,-1.35693599235157,1090.42352404774,"OBF1","5450","Q16633"
"BIN2_21540.73","~ Study_group + Prednisone + Aspirin",0.00822968995058238,0.999950880216876,-1.09346459325799,36886.390795682,"BIN2","51411","Q9UBW5"
"ACO13_17675.17","~ Study_group + Prednisone + Aspirin",0.00824036240464291,0.999950880216876,-1.20252063803598,15047.2679749868,"ACO13","55856","Q9NPJ3"
"ATIF1_19755.38","~ Study_group",0.00828134178950319,0.999950880216876,-0.693349274599711,3107.73118518518,"ATIF1","93974","Q9UII2"
"TBL2_11227.31","~ Study_group + Prednisone + Aspirin",0.00834394506644376,0.999950880216876,-1.13552859465541,3038.48773196419,"TBL2","26608","Q9Y4P3"
"SARG_24950.21","~ Study_group + Prednisone + Aspirin",0.00840551653548242,0.999950880216876,-1.27304022368975,2648.73174978058,"SARG","79098","Q9BW04"
"PPIH_12449.16","~ Study_group + Prednisone + Aspirin",0.00841005578375752,0.999950880216876,-0.826785509353823,1258.80298885378,"PPIH","10465","O43447"
"TSLP_3010.53","~ Study_group",0.00842471752607015,0.999950880216876,-0.166035368509817,48.8018518518519,"TSLP","85480","Q969D9"
"PNP_15435.4","~ Study_group + Prednisone + Aspirin",0.00843024105334556,0.999950880216876,-0.894802899490974,3029.47995875022,"PNP","4860","P00491"
"TTC27_24444.10","~ Study_group + Prednisone + Aspirin",0.00843688802062469,0.999950880216876,-1.06201098125386,426.332953045462,"TTC27","55622","Q6P3X3"
"Ubiquitin.1_2846.24","~ Study_group + Prednisone + Aspirin",0.00844407620229372,0.999950880216876,-0.54018469972726,1233.53745769704,"Ubiquitin+1","6233","P62979"
"PI42B_23006.19","~ Study_group + Prednisone + Aspirin",0.00847908192284581,0.999950880216876,-1.13267639592752,868.923390907494,"PI42B","8396","P78356"
"PXDC2.CD_11342.59","~ Study_group + Prednisone + Aspirin",0.00851641538813312,0.999950880216876,-1.00193513918012,362.045531858873,"PXDC2:CD","84898","Q6UX71"
"TATD1_20376.64","~ Study_group + Prednisone + Aspirin",0.00853980868706577,0.999950880216876,-0.586928728761396,1482.76731314727,"TATD1","83940","Q6P1N9"
"EHD4_11421.10","~ Study_group + Prednisone + Aspirin",0.0085990521005509,0.999950880216876,-0.723234207502233,1597.67820756539,"EHD4","30844","Q9H223"
"RANG_18191.23","~ Study_group + Prednisone + Aspirin",0.00862693452652165,0.999950880216876,-0.429883966242795,1368.11491100579,"RANG","5902","P43487"
"DNJB4_18884.22","~ Study_group + Prednisone + Aspirin",0.0086696821204834,0.999950880216876,-0.565589511433004,1311.79146340179,"DNJB4","11080","Q9UDY4"
"X3BP2_7769.29","~ Study_group",0.00869649478527517,0.999950880216876,-0.299579473067038,104.556703703704,"3BP2","6452","P78314"
"PPCT_23318.60","~ Study_group + Age + Prednisone + Aspirin",0.00878510338112909,0.999950880216876,-0.637988117853967,1221.86967539508,"PPCT","58488","Q9UKL6"
"EF.1.alpha.1_25256.23","~ Study_group + Prednisone + Aspirin",0.00893471419178825,0.999950880216876,-1.10359887489966,10838.7140974197,"EF-1-alpha-1","1915","P68104"
"PNPT1_21378.7","~ Study_group + Prednisone + Aspirin",0.00897813676598319,0.999950880216876,-1.32097259332294,4843.51987484641,"PNPT1","87178","Q8TCS8"
"F151B_23518.7","~ Study_group + Prednisone + Aspirin",0.00899655402149219,0.999950880216876,-0.393887827632004,85.6956246269965,"F151B","167555","Q6UXP7"
"COMP_8043.153","~ Study_group + Age",0.00903496873024482,0.999950880216876,-0.217759640975054,138.181721977768,"COMP","1311","P49747"
"SG1D2_6508.68","~ Study_group + Prednisone + Aspirin",0.0090875627906899,0.999950880216876,-0.289466400524811,321.461665174655,"SG1D2","10647","O95969"
"PNP_10039.32","~ Study_group + Prednisone + Aspirin",0.0091161644536242,0.999950880216876,-0.954872104483376,2804.45280902229,"PNP","4860","P00491"
"STAT6_10372.18","~ Study_group + Prednisone + Aspirin",0.00917533089447952,0.999950880216876,-0.787699011875781,2967.61077514481,"STAT6","6778","P42226"
"CONA1_4543.65","~ Study_group + Prednisone",0.00922542501548855,0.999950880216876,-0.414349226280679,244.954916666667,"CONA1","91522","Q86Y22"
"BOLA1_15370.5","~ Study_group + Prednisone",0.00924670158039534,0.999950880216876,-0.535651960235504,460.384430555556,"BOLA1","51027","Q9Y3E2"
"LANC1_13986.6","~ Study_group + Age + Prednisone + Aspirin",0.0092735596849286,0.999950880216876,-1.04932266003958,962.697857277406,"LANC1","10314","O43813"
"SMAD4_12022.12","~ Study_group + Prednisone + Aspirin",0.00927783417613177,0.999950880216876,-0.918888013275111,234.366975513428,"SMAD4","4089","Q13485"
"PAK4_13719.19","~ Study_group + Prednisone + Aspirin",0.00930725976014908,0.999950880216876,-1.12723852318643,3205.02287274004,"PAK4","10298","O96013"
"X5NTC_11288.26","~ Study_group + Prednisone + Aspirin",0.0093573367064228,0.999950880216876,-0.719941908261522,1715.95981727225,"5NTC","22978","P49902"
"EIF3J_13497.34","~ Study_group + Prednisone + Aspirin",0.00942748189705098,0.999950880216876,-0.894977549118558,2228.65331569247,"EIF3J","8669","O75822"
"CAMK2A_3350.53","~ Study_group + Prednisone + Aspirin",0.00943362370928185,0.999950880216876,-0.642744524639287,510.323674741091,"CAMK2A","815","Q9UQM7"
"UBC9_2877.3","~ Study_group + Prednisone + Aspirin",0.00943772276419425,0.999950880216876,-0.33161046506063,5282.2160746007,"UBC9","7329","P63279"
"AP4M1_10076.1","~ Study_group + Prednisone",0.00951550494986168,0.999950880216876,-0.561917307267483,623.657824074075,"AP4M1","9179","O00189"
"GSK.3.beta_24050.26","~ Study_group + Prednisone + Aspirin",0.0095917143639126,0.999950880216876,-1.32408041356979,3728.98942873441,"GSK-3 beta","2932","P49841"
"NUDC3_4254.6","~ Study_group + Prednisone",0.00959730437205657,0.999950880216876,-0.287644705786238,125.079731481481,"NUDC3","23386","Q8IVD9"
"PGP_18235.16","~ Study_group + Prednisone + Aspirin",0.00960417700056163,0.999950880216876,-0.583727650085693,569.656614095137,"PGP","283871","A6NDG6"
"UBP22_21757.49","~ Study_group + Prednisone + Aspirin",0.00972866004553292,0.999950880216876,-1.04944955170024,666.069974986836,"UBP22","23326","Q9UPT9"
"ABLM3_13578.98","~ Study_group + Prednisone + Aspirin",0.00974870810150495,0.999950880216876,-1.53568313629447,651.921606371775,"ABLM3","22885","O94929"
"RET2_19803.34","~ Study_group + Age",0.00984469131513554,0.999950880216876,-0.617976139981662,988.42813697761,"RET2","5948","P50120"
"UBE2N.UB2V1.Complex_21747.8","~ Study_group + Age + Prednisone + Aspirin",0.0098564550385913,0.999950880216876,-0.867608052480826,1546.07696907223,"UBE2N/UB2V1 Complex","7334|387522","P61088|Q13404"
"IMPCT_20463.315","~ Study_group + Prednisone + Aspirin",0.00994610263093066,0.999950880216876,-1.06449543852673,1513.62249499737,"IMPCT","55364","Q9P2X3"
"Nucleoside.diphosphate.kinase.A_5909.51","~ Study_group + Prednisone",0.00999557216625074,0.999950880216876,-0.700384582526574,1344.68241666667,"Nucleoside diphosphate kinase A","4830","P15531"
